occurrences,pct,param1,param2,param3,value1,value2,value3,nrn
10,0.0017587055926837848,1,7,7,1,8,5,5686
9,0.0015828350334154062,1,7,7,1,6,4,5686
2,0.00035174111853675694,1,7,6,1,4,9,5686
8,0.0014069644741470278,1,7,6,1,6,7,5686
1,0.00017587055926837847,1,7,6,1,5,7,5686
9,0.0015828350334154062,1,7,6,1,8,6,5686
3,0.0005276116778051355,1,7,6,1,10,3,5686
9,0.0015828350334154062,1,7,6,1,8,6,5686
15,0.002638058389025677,1,7,6,1,1,7,5686
5,0.0008793527963418924,1,7,6,1,8,10,5686
8,0.0014069644741470278,1,7,6,1,6,7,5686
2,0.00035174111853675694,1,7,8,1,4,1,5686
0,0.0,1,7,8,1,6,10,5686
2,0.00035174111853675694,1,7,8,1,5,10,5686
1,0.00017587055926837847,1,7,8,1,8,8,5686
1,0.00017587055926837847,1,7,8,1,10,10,5686
1,0.00017587055926837847,1,7,8,1,8,10,5686
10,0.0017587055926837848,1,7,8,1,1,7,5686
1,0.00017587055926837847,1,7,8,1,8,10,5686
0,0.0,1,7,8,1,6,8,5686
1,0.00017587055926837847,1,7,5,1,4,10,5686
11,0.0019345761519521632,1,7,5,1,6,2,5686
5,0.0008793527963418924,1,7,5,1,5,5,5686
1,0.00017587055926837847,1,7,5,1,8,6,5686
11,0.0019345761519521632,1,7,5,1,10,6,5686
7,0.0012310939148786493,1,7,5,1,8,10,5686
5,0.0008793527963418924,1,7,5,1,1,2,5686
0,0.0,1,7,5,1,8,9,5686
4,0.0007034822370735139,1,7,5,1,6,7,5686
2,0.00035174111853675694,1,7,4,1,4,10,5686
14,0.0024621878297572987,1,7,4,1,6,6,5686
11,0.0019345761519521632,1,7,4,1,5,5,5686
16,0.0028139289482940555,1,7,4,1,8,5,5686
3,0.0005276116778051355,1,7,4,1,10,1,5686
0,0.0,1,7,4,1,8,8,5686
41,0.007210692930003517,1,7,4,1,1,5,5686
1,0.00017587055926837847,1,7,4,1,8,10,5686
20,0.0035174111853675696,1,7,4,1,6,5,5686
3,0.0005276116778051355,1,7,7,1,4,1,5686
13,0.0022863172704889203,1,7,7,1,6,5,5686
3,0.0005276116778051355,1,7,7,1,5,6,5686
6,0.001055223355610271,1,7,7,1,8,7,5686
17,0.002989799507562434,1,7,7,1,10,7,5686
6,0.001055223355610271,1,7,7,1,8,7,5686
7,0.0012310939148786493,1,7,7,1,1,3,5686
3,0.0005276116778051355,1,7,7,1,8,1,5686
3,0.0005276116778051355,1,7,7,1,6,4,5686
11,0.0019345761519521632,1,7,6,1,4,5,5686
11,0.0019345761519521632,1,7,6,1,6,4,5686
9,0.0015828350334154062,1,7,6,1,5,6,5686
4,0.0007034822370735139,1,7,6,1,8,8,5686
5,0.0008793527963418924,1,7,6,1,10,6,5686
3,0.0005276116778051355,1,7,6,1,8,4,5686
27,0.0047485051002462185,1,7,6,1,1,7,5686
4,0.0007034822370735139,1,7,6,1,8,8,5686
11,0.0019345761519521632,1,7,6,1,6,7,5686
12,0.002110446711220542,1,7,6,1,4,8,5686
11,0.0019345761519521632,1,7,6,1,6,4,5686
2,0.00035174111853675694,1,7,6,1,5,3,5686
11,0.0019345761519521632,1,7,6,1,8,5,5686
25,0.004396763981709462,1,7,6,1,10,4,5686
4,0.0007034822370735139,1,7,6,1,8,7,5686
14,0.0024621878297572987,1,7,6,1,1,6,5686
2,0.00035174111853675694,1,7,6,1,8,6,5686
11,0.0019345761519521632,1,7,6,1,6,4,5686
1,0.00017587055926837847,1,7,7,1,4,10,5686
20,0.0035174111853675696,1,7,7,1,6,6,5686
2,0.00035174111853675694,1,7,7,1,5,7,5686
0,0.0,1,7,7,1,8,8,5686
2,0.00035174111853675694,1,7,7,1,10,3,5686
18,0.0031656700668308124,1,7,7,1,8,6,5686
0,0.0,1,7,7,1,1,9,5686
0,0.0,1,7,7,1,8,8,5686
0,0.0,1,7,7,1,6,8,5686
2,0.00035174111853675694,1,7,5,1,4,1,5686
2,0.00035174111853675694,1,7,5,1,6,7,5686
17,0.002989799507562434,1,7,5,1,5,5,5686
1,0.00017587055926837847,1,7,5,1,8,7,5686
1,0.00017587055926837847,1,7,5,1,10,7,5686
1,0.00017587055926837847,1,7,5,1,8,7,5686
9,0.0015828350334154062,1,7,5,1,1,7,5686
18,0.0031656700668308124,1,7,5,1,8,6,5686
24,0.004220893422441084,1,7,5,1,6,6,5686
2,0.00035174111853675694,1,7,0,1,4,1,5686
0,0.0,1,7,0,1,6,111.7,5686
2,0.00035174111853675694,1,7,0,1,5,1,5686
0,0.0,1,7,0,1,8,6.27,5686
0,0.0,1,7,0,1,10,254.76,5686
0,0.0,1,7,0,1,8,316.06,5686
0,0.0,1,7,0,1,1,0,5686
0,0.0,1,7,0,1,8,723.21,5686
0,0.0,1,7,0,1,6,51.37,5686
11,0.0019345761519521632,1,1,1,1,1,1,5686
11,0.0019345761519521632,1,1,1,1,1,1,5686
11,0.0019345761519521632,1,1,1,1,1,1,5686
11,0.0019345761519521632,1,1,1,1,1,1,5686
11,0.0019345761519521632,1,1,1,1,1,1,5686
11,0.0019345761519521632,1,1,1,1,1,1,5686
11,0.0019345761519521632,1,1,1,1,1,1,5686
11,0.0019345761519521632,1,1,1,1,1,1,5686
11,0.0019345761519521632,1,1,1,1,1,1,5686
9,0.0015828350334154062,1,1,5,1,1,1,5686
9,0.0015828350334154062,1,1,5,1,1,1,5686
2,0.00035174111853675694,1,1,5,1,1,2,5686
7,0.0012310939148786493,1,1,5,1,1,3,5686
9,0.0015828350334154062,1,1,5,1,1,1,5686
9,0.0015828350334154062,1,1,5,1,1,1,5686
2,0.00035174111853675694,1,1,5,1,1,2,5686
9,0.0015828350334154062,1,1,5,1,1,1,5686
2,0.00035174111853675694,1,1,5,1,1,6,5686
5,0.0008793527963418924,1,1,7,1,1,8,5686
10,0.0017587055926837848,1,1,7,1,1,10,5686
10,0.0017587055926837848,1,1,7,1,1,4,5686
4,0.0007034822370735139,1,1,7,1,1,6,5686
10,0.0017587055926837848,1,1,7,1,1,10,5686
10,0.0017587055926837848,1,1,7,1,1,10,5686
7,0.0012310939148786493,1,1,7,1,1,3,5686
6,0.001055223355610271,1,1,7,1,1,5,5686
10,0.0017587055926837848,1,1,7,1,1,4,5686
3,0.0005276116778051355,1,1,6,1,1,9,5686
5,0.0008793527963418924,1,1,6,1,1,7,5686
5,0.0008793527963418924,1,1,6,1,1,7,5686
4,0.0007034822370735139,1,1,6,1,1,6,5686
4,0.0007034822370735139,1,1,6,1,1,3,5686
4,0.0007034822370735139,1,1,6,1,1,6,5686
5,0.0008793527963418924,1,1,6,1,1,7,5686
15,0.002638058389025677,1,1,6,1,1,10,5686
5,0.0008793527963418924,1,1,6,1,1,7,5686
9,0.0015828350334154062,1,1,8,1,1,1,5686
6,0.001055223355610271,1,1,8,1,1,10,5686
6,0.001055223355610271,1,1,8,1,1,10,5686
0,0.0,1,1,8,1,1,8,5686
6,0.001055223355610271,1,1,8,1,1,10,5686
6,0.001055223355610271,1,1,8,1,1,10,5686
0,0.0,1,1,8,1,1,7,5686
6,0.001055223355610271,1,1,8,1,1,10,5686
0,0.0,1,1,8,1,1,8,5686
8,0.0014069644741470278,1,1,5,1,1,10,5686
6,0.001055223355610271,1,1,5,1,1,2,5686
3,0.0005276116778051355,1,1,5,1,1,5,5686
5,0.0008793527963418924,1,1,5,1,1,6,5686
5,0.0008793527963418924,1,1,5,1,1,6,5686
8,0.0014069644741470278,1,1,5,1,1,10,5686
6,0.001055223355610271,1,1,5,1,1,2,5686
5,0.0008793527963418924,1,1,5,1,1,9,5686
12,0.002110446711220542,1,1,5,1,1,7,5686
2,0.00035174111853675694,1,1,4,1,1,10,5686
21,0.003693281744635948,1,1,4,1,1,6,5686
19,0.003341540626099191,1,1,4,1,1,5,5686
19,0.003341540626099191,1,1,4,1,1,5,5686
1,0.00017587055926837847,1,1,4,1,1,1,5686
0,0.0,1,1,4,1,1,8,5686
19,0.003341540626099191,1,1,4,1,1,5,5686
2,0.00035174111853675694,1,1,4,1,1,10,5686
19,0.003341540626099191,1,1,4,1,1,5,5686
4,0.0007034822370735139,1,1,7,1,1,1,5686
10,0.0017587055926837848,1,1,7,1,1,5,5686
14,0.0024621878297572987,1,1,7,1,1,6,5686
5,0.0008793527963418924,1,1,7,1,1,7,5686
5,0.0008793527963418924,1,1,7,1,1,7,5686
5,0.0008793527963418924,1,1,7,1,1,7,5686
3,0.0005276116778051355,1,1,7,1,1,3,5686
4,0.0007034822370735139,1,1,7,1,1,1,5686
4,0.0007034822370735139,1,1,7,1,1,4,5686
12,0.002110446711220542,1,1,6,1,1,5,5686
6,0.001055223355610271,1,1,6,1,1,4,5686
9,0.0015828350334154062,1,1,6,1,1,6,5686
4,0.0007034822370735139,1,1,6,1,1,8,5686
9,0.0015828350334154062,1,1,6,1,1,6,5686
6,0.001055223355610271,1,1,6,1,1,4,5686
11,0.0019345761519521632,1,1,6,1,1,7,5686
4,0.0007034822370735139,1,1,6,1,1,8,5686
11,0.0019345761519521632,1,1,6,1,1,7,5686
5,0.0008793527963418924,1,1,6,1,1,8,5686
12,0.002110446711220542,1,1,6,1,1,4,5686
10,0.0017587055926837848,1,1,6,1,1,3,5686
11,0.0019345761519521632,1,1,6,1,1,5,5686
12,0.002110446711220542,1,1,6,1,1,4,5686
4,0.0007034822370735139,1,1,6,1,1,7,5686
7,0.0012310939148786493,1,1,6,1,1,6,5686
7,0.0012310939148786493,1,1,6,1,1,6,5686
12,0.002110446711220542,1,1,6,1,1,4,5686
10,0.0017587055926837848,1,1,7,1,1,10,5686
21,0.003693281744635948,1,1,7,1,1,6,5686
3,0.0005276116778051355,1,1,7,1,1,7,5686
4,0.0007034822370735139,1,1,7,1,1,8,5686
1,0.00017587055926837847,1,1,7,1,1,3,5686
21,0.003693281744635948,1,1,7,1,1,6,5686
1,0.00017587055926837847,1,1,7,1,1,9,5686
4,0.0007034822370735139,1,1,7,1,1,8,5686
4,0.0007034822370735139,1,1,7,1,1,8,5686
7,0.0012310939148786493,1,1,5,1,1,1,5686
6,0.001055223355610271,1,1,5,1,1,7,5686
17,0.002989799507562434,1,1,5,1,1,5,5686
6,0.001055223355610271,1,1,5,1,1,7,5686
6,0.001055223355610271,1,1,5,1,1,7,5686
6,0.001055223355610271,1,1,5,1,1,7,5686
6,0.001055223355610271,1,1,5,1,1,7,5686
10,0.0017587055926837848,1,1,5,1,1,6,5686
10,0.0017587055926837848,1,1,5,1,1,6,5686
1,0.00017587055926837847,1,1,0,1,1,1,5686
0,0.0,1,1,0,1,1,111.7,5686
1,0.00017587055926837847,1,1,0,1,1,1,5686
0,0.0,1,1,0,1,1,6.27,5686
0,0.0,1,1,0,1,1,254.76,5686
0,0.0,1,1,0,1,1,316.06,5686
0,0.0,1,1,0,1,1,0,5686
0,0.0,1,1,0,1,1,723.21,5686
0,0.0,1,1,0,1,1,51.37,5686
5,0.0008793527963418924,1,1,5,1,1,1,5686
5,0.0008793527963418924,1,1,5,1,1,1,5686
5,0.0008793527963418924,1,1,5,1,1,2,5686
6,0.001055223355610271,1,1,5,1,1,3,5686
5,0.0008793527963418924,1,1,5,1,1,1,5686
5,0.0008793527963418924,1,1,5,1,1,1,5686
5,0.0008793527963418924,1,1,5,1,1,2,5686
5,0.0008793527963418924,1,1,5,1,1,1,5686
3,0.0005276116778051355,1,1,5,1,1,6,5686
2,0.00035174111853675694,1,1,7,1,1,8,5686
5,0.0008793527963418924,1,1,7,1,1,10,5686
3,0.0005276116778051355,1,1,7,1,1,4,5686
1,0.00017587055926837847,1,1,7,1,1,6,5686
5,0.0008793527963418924,1,1,7,1,1,10,5686
5,0.0008793527963418924,1,1,7,1,1,10,5686
5,0.0008793527963418924,1,1,7,1,1,3,5686
2,0.00035174111853675694,1,1,7,1,1,5,5686
3,0.0005276116778051355,1,1,7,1,1,4,5686
0,0.0,1,1,6,1,1,9,5686
3,0.0005276116778051355,1,1,6,1,1,7,5686
3,0.0005276116778051355,1,1,6,1,1,7,5686
1,0.00017587055926837847,1,1,6,1,1,6,5686
1,0.00017587055926837847,1,1,6,1,1,3,5686
1,0.00017587055926837847,1,1,6,1,1,6,5686
3,0.0005276116778051355,1,1,6,1,1,7,5686
13,0.0022863172704889203,1,1,6,1,1,10,5686
3,0.0005276116778051355,1,1,6,1,1,7,5686
9,0.0015828350334154062,1,1,8,1,1,1,5686
2,0.00035174111853675694,1,1,8,1,1,10,5686
2,0.00035174111853675694,1,1,8,1,1,10,5686
1,0.00017587055926837847,1,1,8,1,1,8,5686
2,0.00035174111853675694,1,1,8,1,1,10,5686
2,0.00035174111853675694,1,1,8,1,1,10,5686
0,0.0,1,1,8,1,1,7,5686
2,0.00035174111853675694,1,1,8,1,1,10,5686
1,0.00017587055926837847,1,1,8,1,1,8,5686
6,0.001055223355610271,1,1,5,1,1,10,5686
2,0.00035174111853675694,1,1,5,1,1,2,5686
5,0.0008793527963418924,1,1,5,1,1,5,5686
5,0.0008793527963418924,1,1,5,1,1,6,5686
5,0.0008793527963418924,1,1,5,1,1,6,5686
6,0.001055223355610271,1,1,5,1,1,10,5686
2,0.00035174111853675694,1,1,5,1,1,2,5686
3,0.0005276116778051355,1,1,5,1,1,9,5686
4,0.0007034822370735139,1,1,5,1,1,7,5686
3,0.0005276116778051355,1,1,4,1,1,10,5686
7,0.0012310939148786493,1,1,4,1,1,6,5686
11,0.0019345761519521632,1,1,4,1,1,5,5686
11,0.0019345761519521632,1,1,4,1,1,5,5686
2,0.00035174111853675694,1,1,4,1,1,1,5686
0,0.0,1,1,4,1,1,8,5686
11,0.0019345761519521632,1,1,4,1,1,5,5686
3,0.0005276116778051355,1,1,4,1,1,10,5686
11,0.0019345761519521632,1,1,4,1,1,5,5686
2,0.00035174111853675694,1,1,7,1,1,1,5686
2,0.00035174111853675694,1,1,7,1,1,5,5686
8,0.0014069644741470278,1,1,7,1,1,6,5686
9,0.0015828350334154062,1,1,7,1,1,7,5686
9,0.0015828350334154062,1,1,7,1,1,7,5686
9,0.0015828350334154062,1,1,7,1,1,7,5686
3,0.0005276116778051355,1,1,7,1,1,3,5686
2,0.00035174111853675694,1,1,7,1,1,1,5686
3,0.0005276116778051355,1,1,7,1,1,4,5686
1,0.00017587055926837847,1,1,6,1,1,5,5686
3,0.0005276116778051355,1,1,6,1,1,4,5686
7,0.0012310939148786493,1,1,6,1,1,6,5686
2,0.00035174111853675694,1,1,6,1,1,8,5686
7,0.0012310939148786493,1,1,6,1,1,6,5686
3,0.0005276116778051355,1,1,6,1,1,4,5686
10,0.0017587055926837848,1,1,6,1,1,7,5686
2,0.00035174111853675694,1,1,6,1,1,8,5686
10,0.0017587055926837848,1,1,6,1,1,7,5686
7,0.0012310939148786493,1,1,6,1,1,8,5686
5,0.0008793527963418924,1,1,6,1,1,4,5686
5,0.0008793527963418924,1,1,6,1,1,3,5686
3,0.0005276116778051355,1,1,6,1,1,5,5686
5,0.0008793527963418924,1,1,6,1,1,4,5686
4,0.0007034822370735139,1,1,6,1,1,7,5686
5,0.0008793527963418924,1,1,6,1,1,6,5686
5,0.0008793527963418924,1,1,6,1,1,6,5686
5,0.0008793527963418924,1,1,6,1,1,4,5686
5,0.0008793527963418924,1,1,7,1,1,10,5686
4,0.0007034822370735139,1,1,7,1,1,6,5686
0,0.0,1,1,7,1,1,7,5686
3,0.0005276116778051355,1,1,7,1,1,8,5686
1,0.00017587055926837847,1,1,7,1,1,3,5686
4,0.0007034822370735139,1,1,7,1,1,6,5686
1,0.00017587055926837847,1,1,7,1,1,9,5686
3,0.0005276116778051355,1,1,7,1,1,8,5686
3,0.0005276116778051355,1,1,7,1,1,8,5686
7,0.0012310939148786493,1,1,5,1,1,1,5686
3,0.0005276116778051355,1,1,5,1,1,7,5686
3,0.0005276116778051355,1,1,5,1,1,5,5686
3,0.0005276116778051355,1,1,5,1,1,7,5686
3,0.0005276116778051355,1,1,5,1,1,7,5686
3,0.0005276116778051355,1,1,5,1,1,7,5686
3,0.0005276116778051355,1,1,5,1,1,7,5686
2,0.00035174111853675694,1,1,5,1,1,6,5686
2,0.00035174111853675694,1,1,5,1,1,6,5686
2,0.00035174111853675694,1,1,0,1,1,1,5686
0,0.0,1,1,0,1,1,111.7,5686
2,0.00035174111853675694,1,1,0,1,1,1,5686
0,0.0,1,1,0,1,1,6.27,5686
0,0.0,1,1,0,1,1,254.76,5686
0,0.0,1,1,0,1,1,316.06,5686
0,0.0,1,1,0,1,1,0,5686
0,0.0,1,1,0,1,1,723.21,5686
0,0.0,1,1,0,1,1,51.37,5686
12,0.002110446711220542,1,5,7,1,1,8,5686
10,0.0017587055926837848,1,5,7,1,1,10,5686
1,0.00017587055926837847,1,5,7,1,2,4,5686
4,0.0007034822370735139,1,5,7,1,3,6,5686
10,0.0017587055926837848,1,5,7,1,1,10,5686
10,0.0017587055926837848,1,5,7,1,1,10,5686
1,0.00017587055926837847,1,5,7,1,2,3,5686
6,0.001055223355610271,1,5,7,1,1,5,5686
9,0.0015828350334154062,1,5,7,1,6,4,5686
0,0.0,1,5,6,1,1,9,5686
6,0.001055223355610271,1,5,6,1,1,7,5686
0,0.0,1,5,6,1,2,7,5686
9,0.0015828350334154062,1,5,6,1,3,6,5686
1,0.00017587055926837847,1,5,6,1,1,3,5686
20,0.0035174111853675696,1,5,6,1,1,6,5686
0,0.0,1,5,6,1,2,7,5686
7,0.0012310939148786493,1,5,6,1,1,10,5686
2,0.00035174111853675694,1,5,6,1,6,7,5686
12,0.002110446711220542,1,5,8,1,1,1,5686
3,0.0005276116778051355,1,5,8,1,1,10,5686
0,0.0,1,5,8,1,2,10,5686
0,0.0,1,5,8,1,3,8,5686
3,0.0005276116778051355,1,5,8,1,1,10,5686
3,0.0005276116778051355,1,5,8,1,1,10,5686
5,0.0008793527963418924,1,5,8,1,2,7,5686
3,0.0005276116778051355,1,5,8,1,1,10,5686
1,0.00017587055926837847,1,5,8,1,6,8,5686
7,0.0012310939148786493,1,5,5,1,1,10,5686
1,0.00017587055926837847,1,5,5,1,1,2,5686
1,0.00017587055926837847,1,5,5,1,2,5,5686
1,0.00017587055926837847,1,5,5,1,3,6,5686
10,0.0017587055926837848,1,5,5,1,1,6,5686
7,0.0012310939148786493,1,5,5,1,1,10,5686
2,0.00035174111853675694,1,5,5,1,2,2,5686
5,0.0008793527963418924,1,5,5,1,1,9,5686
6,0.001055223355610271,1,5,5,1,6,7,5686
4,0.0007034822370735139,1,5,4,1,1,10,5686
11,0.0019345761519521632,1,5,4,1,1,6,5686
10,0.0017587055926837848,1,5,4,1,2,5,5686
16,0.0028139289482940555,1,5,4,1,3,5,5686
3,0.0005276116778051355,1,5,4,1,1,1,5686
2,0.00035174111853675694,1,5,4,1,1,8,5686
10,0.0017587055926837848,1,5,4,1,2,5,5686
4,0.0007034822370735139,1,5,4,1,1,10,5686
21,0.003693281744635948,1,5,4,1,6,5,5686
3,0.0005276116778051355,1,5,7,1,1,1,5686
11,0.0019345761519521632,1,5,7,1,1,5,5686
2,0.00035174111853675694,1,5,7,1,2,6,5686
1,0.00017587055926837847,1,5,7,1,3,7,5686
9,0.0015828350334154062,1,5,7,1,1,7,5686
9,0.0015828350334154062,1,5,7,1,1,7,5686
1,0.00017587055926837847,1,5,7,1,2,3,5686
3,0.0005276116778051355,1,5,7,1,1,1,5686
8,0.0014069644741470278,1,5,7,1,6,4,5686
7,0.0012310939148786493,1,5,6,1,1,5,5686
11,0.0019345761519521632,1,5,6,1,1,4,5686
2,0.00035174111853675694,1,5,6,1,2,6,5686
0,0.0,1,5,6,1,3,8,5686
8,0.0014069644741470278,1,5,6,1,1,6,5686
11,0.0019345761519521632,1,5,6,1,1,4,5686
6,0.001055223355610271,1,5,6,1,2,7,5686
9,0.0015828350334154062,1,5,6,1,1,8,5686
13,0.0022863172704889203,1,5,6,1,6,7,5686
4,0.0007034822370735139,1,5,6,1,1,8,5686
15,0.002638058389025677,1,5,6,1,1,4,5686
2,0.00035174111853675694,1,5,6,1,2,3,5686
8,0.0014069644741470278,1,5,6,1,3,5,5686
15,0.002638058389025677,1,5,6,1,1,4,5686
3,0.0005276116778051355,1,5,6,1,1,7,5686
3,0.0005276116778051355,1,5,6,1,2,6,5686
5,0.0008793527963418924,1,5,6,1,1,6,5686
8,0.0014069644741470278,1,5,6,1,6,4,5686
3,0.0005276116778051355,1,5,7,1,1,10,5686
26,0.0045726345409778405,1,5,7,1,1,6,5686
0,0.0,1,5,7,1,2,7,5686
0,0.0,1,5,7,1,3,8,5686
3,0.0005276116778051355,1,5,7,1,1,3,5686
26,0.0045726345409778405,1,5,7,1,1,6,5686
0,0.0,1,5,7,1,2,9,5686
4,0.0007034822370735139,1,5,7,1,1,8,5686
1,0.00017587055926837847,1,5,7,1,6,8,5686
4,0.0007034822370735139,1,5,5,1,1,1,5686
2,0.00035174111853675694,1,5,5,1,1,7,5686
6,0.001055223355610271,1,5,5,1,2,5,5686
1,0.00017587055926837847,1,5,5,1,3,7,5686
2,0.00035174111853675694,1,5,5,1,1,7,5686
2,0.00035174111853675694,1,5,5,1,1,7,5686
2,0.00035174111853675694,1,5,5,1,2,7,5686
19,0.003341540626099191,1,5,5,1,1,6,5686
21,0.003693281744635948,1,5,5,1,6,6,5686
3,0.0005276116778051355,1,5,0,1,1,1,5686
0,0.0,1,5,0,1,1,111.7,5686
1,0.00017587055926837847,1,5,0,1,2,1,5686
0,0.0,1,5,0,1,3,6.27,5686
0,0.0,1,5,0,1,1,254.76,5686
0,0.0,1,5,0,1,1,316.06,5686
0,0.0,1,5,0,1,2,0,5686
0,0.0,1,5,0,1,1,723.21,5686
0,0.0,1,5,0,1,6,51.37,5686
0,0.0,1,7,6,1,8,9,5686
9,0.0015828350334154062,1,7,6,1,10,7,5686
10,0.0017587055926837848,1,7,6,1,4,7,5686
31,0.005451987337319733,1,7,6,1,6,6,5686
2,0.00035174111853675694,1,7,6,1,10,3,5686
12,0.002110446711220542,1,7,6,1,10,6,5686
6,0.001055223355610271,1,7,6,1,3,7,5686
7,0.0012310939148786493,1,7,6,1,5,10,5686
10,0.0017587055926837848,1,7,6,1,4,7,5686
1,0.00017587055926837847,1,7,8,1,8,1,5686
4,0.0007034822370735139,1,7,8,1,10,10,5686
2,0.00035174111853675694,1,7,8,1,4,10,5686
1,0.00017587055926837847,1,7,8,1,6,8,5686
4,0.0007034822370735139,1,7,8,1,10,10,5686
4,0.0007034822370735139,1,7,8,1,10,10,5686
5,0.0008793527963418924,1,7,8,1,3,7,5686
1,0.00017587055926837847,1,7,8,1,5,10,5686
1,0.00017587055926837847,1,7,8,1,4,8,5686
1,0.00017587055926837847,1,7,5,1,8,10,5686
3,0.0005276116778051355,1,7,5,1,10,2,5686
15,0.002638058389025677,1,7,5,1,4,5,5686
8,0.0014069644741470278,1,7,5,1,6,6,5686
2,0.00035174111853675694,1,7,5,1,10,6,5686
13,0.0022863172704889203,1,7,5,1,10,10,5686
3,0.0005276116778051355,1,7,5,1,3,2,5686
6,0.001055223355610271,1,7,5,1,5,9,5686
10,0.0017587055926837848,1,7,5,1,4,7,5686
1,0.00017587055926837847,1,7,4,1,8,10,5686
11,0.0019345761519521632,1,7,4,1,10,6,5686
25,0.004396763981709462,1,7,4,1,4,5,5686
33,0.00580372845585649,1,7,4,1,6,5,5686
1,0.00017587055926837847,1,7,4,1,10,1,5686
2,0.00035174111853675694,1,7,4,1,10,8,5686
19,0.003341540626099191,1,7,4,1,3,5,5686
0,0.0,1,7,4,1,5,10,5686
25,0.004396763981709462,1,7,4,1,4,5,5686
2,0.00035174111853675694,1,7,7,1,8,1,5686
6,0.001055223355610271,1,7,7,1,10,5,5686
10,0.0017587055926837848,1,7,7,1,4,6,5686
6,0.001055223355610271,1,7,7,1,6,7,5686
4,0.0007034822370735139,1,7,7,1,10,7,5686
4,0.0007034822370735139,1,7,7,1,10,7,5686
3,0.0005276116778051355,1,7,7,1,3,3,5686
4,0.0007034822370735139,1,7,7,1,5,1,5686
10,0.0017587055926837848,1,7,7,1,4,4,5686
8,0.0014069644741470278,1,7,6,1,8,5,5686
8,0.0014069644741470278,1,7,6,1,10,4,5686
11,0.0019345761519521632,1,7,6,1,4,6,5686
12,0.002110446711220542,1,7,6,1,6,8,5686
8,0.0014069644741470278,1,7,6,1,10,6,5686
8,0.0014069644741470278,1,7,6,1,10,4,5686
9,0.0015828350334154062,1,7,6,1,3,7,5686
11,0.0019345761519521632,1,7,6,1,5,8,5686
14,0.0024621878297572987,1,7,6,1,4,7,5686
5,0.0008793527963418924,1,7,6,1,8,8,5686
6,0.001055223355610271,1,7,6,1,10,4,5686
7,0.0012310939148786493,1,7,6,1,4,3,5686
25,0.004396763981709462,1,7,6,1,6,5,5686
6,0.001055223355610271,1,7,6,1,10,4,5686
7,0.0012310939148786493,1,7,6,1,10,7,5686
6,0.001055223355610271,1,7,6,1,3,6,5686
27,0.0047485051002462185,1,7,6,1,5,6,5686
20,0.0035174111853675696,1,7,6,1,4,4,5686
1,0.00017587055926837847,1,7,7,1,8,10,5686
20,0.0035174111853675696,1,7,7,1,10,6,5686
7,0.0012310939148786493,1,7,7,1,4,7,5686
3,0.0005276116778051355,1,7,7,1,6,8,5686
1,0.00017587055926837847,1,7,7,1,10,3,5686
20,0.0035174111853675696,1,7,7,1,10,6,5686
1,0.00017587055926837847,1,7,7,1,3,9,5686
3,0.0005276116778051355,1,7,7,1,5,8,5686
0,0.0,1,7,7,1,4,8,5686
2,0.00035174111853675694,1,7,5,1,8,1,5686
1,0.00017587055926837847,1,7,5,1,10,7,5686
28,0.004924375659514597,1,7,5,1,4,5,5686
4,0.0007034822370735139,1,7,5,1,6,7,5686
1,0.00017587055926837847,1,7,5,1,10,7,5686
1,0.00017587055926837847,1,7,5,1,10,7,5686
4,0.0007034822370735139,1,7,5,1,3,7,5686
45,0.007914175167077032,1,7,5,1,5,6,5686
34,0.005979599015124868,1,7,5,1,4,6,5686
3,0.0005276116778051355,1,7,0,1,8,1,5686
0,0.0,1,7,0,1,10,111.7,5686
11,0.0019345761519521632,1,7,0,1,4,1,5686
0,0.0,1,7,0,1,6,6.27,5686
0,0.0,1,7,0,1,10,254.76,5686
0,0.0,1,7,0,1,10,316.06,5686
0,0.0,1,7,0,1,3,0,5686
0,0.0,1,7,0,1,5,723.21,5686
0,0.0,1,7,0,1,4,51.37,5686
1,0.00017587055926837847,1,6,8,1,9,1,5686
1,0.00017587055926837847,1,6,8,1,7,10,5686
1,0.00017587055926837847,1,6,8,1,7,10,5686
2,0.00035174111853675694,1,6,8,1,6,8,5686
2,0.00035174111853675694,1,6,8,1,3,10,5686
0,0.0,1,6,8,1,6,10,5686
8,0.0014069644741470278,1,6,8,1,7,7,5686
0,0.0,1,6,8,1,10,10,5686
0,0.0,1,6,8,1,7,8,5686
2,0.00035174111853675694,1,6,5,1,9,10,5686
4,0.0007034822370735139,1,6,5,1,7,2,5686
6,0.001055223355610271,1,6,5,1,7,5,5686
11,0.0019345761519521632,1,6,5,1,6,6,5686
3,0.0005276116778051355,1,6,5,1,3,6,5686
15,0.002638058389025677,1,6,5,1,6,10,5686
4,0.0007034822370735139,1,6,5,1,7,2,5686
0,0.0,1,6,5,1,10,9,5686
6,0.001055223355610271,1,6,5,1,7,7,5686
0,0.0,1,6,4,1,9,10,5686
13,0.0022863172704889203,1,6,4,1,7,6,5686
17,0.002989799507562434,1,6,4,1,7,5,5686
53,0.009321139641224059,1,6,4,1,6,5,5686
1,0.00017587055926837847,1,6,4,1,3,1,5686
0,0.0,1,6,4,1,6,8,5686
17,0.002989799507562434,1,6,4,1,7,5,5686
2,0.00035174111853675694,1,6,4,1,10,10,5686
17,0.002989799507562434,1,6,4,1,7,5,5686
